import time: self [us] | cumulative | imported package
import time:       557 |        557 |                                                   sympy.matrices.expressions.sets
import time:       531 |      20597 |                                                 sympy.matrices.expressions
import time:      1063 |      21660 |                                               sympy.matrices.immutable
import time:       548 |      42996 |                                             sympy.matrices
import time:       504 |      43500 |                                           sympy.polys.partfrac
import time:       626 |        626 |                                           sympy.polys.fields
import time:       697 |     198955 |                                         sympy.polys
import time:       737 |        737 |                                           sympy.series.order
import time:       833 |        833 |                                                 sympy.calculus.euler
import time:       453 |        453 |                                                 sympy.calculus.singularities
import time:       507 |        507 |                                                 sympy.calculus.finite_diff
import time:       867 |        867 |                                                   sympy.calculus.accumulationbounds
import time:       514 |       1380 |                                                 sympy.calculus.util
import time:       645 |       3816 |                                               sympy.calculus
import time:        38 |       3854 |                                             sympy.calculus.accumulationbounds
import time:       602 |        602 |                                             sympy.series.gruntz
import time:      1181 |       5636 |                                           sympy.series.limits
import time:       380 |        380 |                                           sympy.series.series
import time:       353 |        353 |                                           sympy.series.approximants
import time:       348 |        348 |                                           sympy.series.residues
import time:      1084 |       1084 |                                           sympy.series.sequences
import time:       550 |        550 |                                             sympy.series.series_class
import time:       805 |       1355 |                                           sympy.series.fourier
import time:       577 |        577 |                                                 sympy.discrete.transforms
import time:       379 |        379 |                                                 sympy.discrete.convolutions
import time:       504 |       1459 |                                               sympy.discrete
import time:        83 |       1541 |                                             sympy.discrete.convolutions
import time:      1000 |       2541 |                                           sympy.series.formal
import time:       484 |        484 |                                           sympy.series.limitseq
import time:       606 |      13521 |                                         sympy.series
import time:       745 |        745 |                                               sympy.concrete.expr_with_limits
import time:       478 |       1223 |                                             sympy.concrete.expr_with_intlimits
import time:       494 |        494 |                                               sympy.concrete.gosper
import time:       463 |        463 |                                                     sympy.integrals.rationaltools
import time:       519 |        519 |                                                     sympy.integrals.deltafunctions
import time:      1020 |       1020 |                                                     sympy.integrals.meijerint
import time:       838 |        838 |                                                     sympy.integrals.trigonometry
import time:      1129 |       3968 |                                                   sympy.integrals.integrals
import time:       562 |        562 |                                                           sympy.polys.domainmatrix
import time:       513 |       1074 |                                                         sympy.polys.solvers
import time:       472 |       1546 |                                                       sympy.polys.matrices.linsolve
import time:      1304 |       2850 |                                                     sympy.integrals.laplace
import time:      2148 |       4997 |                                                   sympy.integrals.transforms
import time:       595 |        595 |                                                   sympy.integrals.singularityfunctions
import time:       573 |      10131 |                                                 sympy.integrals
import time:        27 |      10157 |                                               sympy.integrals.integrals
import time:      1052 |      11702 |                                             sympy.concrete.summations
import time:       734 |      13658 |                                           sympy.concrete.products
import time:       480 |      14137 |                                         sympy.concrete
import time:       661 |        661 |                                               sympy.simplify.gammasimp
import time:       445 |       1105 |                                             sympy.simplify.combsimp
import time:       494 |        494 |                                             sympy.simplify.cse_opts
import time:       559 |        559 |                                               sympy.simplify.powsimp
import time:      1561 |       2119 |                                             sympy.simplify.hyperexpand
import time:       934 |        934 |                                               sympy.simplify.sqrtdenest
import time:       972 |       1905 |                                             sympy.simplify.radsimp
import time:       823 |        823 |                                               sympy.simplify.cse_main
import time:       583 |        583 |                                               sympy.strategies.tree
import time:       829 |       2234 |                                             sympy.simplify.trigsimp
import time:      1149 |       9004 |                                           sympy.simplify.simplify
import time:       948 |        948 |                                           sympy.simplify.fu
import time:       585 |        585 |                                           sympy.simplify.epathtools
import time:       665 |        665 |                                           sympy.simplify.ratsimp
import time:       778 |      11979 |                                         sympy.simplify
import time:       690 |        690 |                                             sympy.solvers.polysys
import time:       508 |        508 |                                             sympy.solvers.bivariate
import time:      1542 |       2739 |                                           sympy.solvers.solvers
import time:      1404 |       1404 |                                                 sympy.solvers.solveset
import time:      1498 |       2902 |                                               sympy.solvers.diophantine.diophantine
import time:       457 |       3359 |                                             sympy.solvers.diophantine
import time:        32 |       3391 |                                           sympy.solvers.diophantine.diophantine
import time:       669 |        669 |                                           sympy.solvers.recurr
import time:       438 |        438 |                                               sympy.solvers.deutils
import time:       896 |        896 |                                                 sympy.solvers.ode.riccati
import time:       789 |        789 |                                                 sympy.solvers.ode.hypergeometric
import time:       834 |        834 |                                                   sympy.solvers.ode.subscheck
import time:       625 |       1459 |                                                 sympy.solvers.ode.nonhomogeneous
import time:       837 |        837 |                                                   sympy.solvers.pde
import time:      4850 |       5686 |                                                 sympy.solvers.ode.lie_group
import time:      1799 |      10627 |                                               sympy.solvers.ode.single
import time:      1309 |      12373 |                                             sympy.solvers.ode.ode
import time:      1100 |       1100 |                                             sympy.solvers.ode.systems
import time:       739 |      14211 |                                           sympy.solvers.ode
import time:      1029 |       1029 |                                           sympy.solvers.inequalities
import time:       621 |        621 |                                           sympy.solvers.decompogen
import time:       922 |        922 |                                           sympy.solvers.simplex
import time:       803 |      24381 |                                         sympy.solvers
import time:       595 |        595 |                                             sympy.geometry.exceptions
import time:      5361 |       5361 |                                               sympy.sets.handlers.intersection
import time:      2460 |       2460 |                                               sympy.sets.handlers.union
import time:      3002 |      10823 |                                             sympy.geometry.entity
import time:      1386 |      12804 |                                           sympy.geometry.point
import time:       884 |        884 |                                             sympy.geometry.util
import time:      2351 |       3234 |                                           sympy.geometry.line
import time:      1367 |       1367 |                                           sympy.geometry.plane
import time:      1321 |       1321 |                                             sympy.geometry.polygon
import time:      1217 |       2537 |                                           sympy.geometry.ellipse
import time:       627 |        627 |                                           sympy.geometry.curve
import time:       522 |        522 |                                           sympy.geometry.parabola
import time:      1276 |      22365 |                                         sympy.geometry
import time:      1233 |       1233 |                                           sympy.parsing.sympy_parser
import time:       602 |       1835 |                                         sympy.parsing
import time:      1269 |       1269 |                                           sympy.algebras.quaternion
import time:       825 |       2094 |                                         sympy.algebras
import time:       443 |        443 |                                               sympy.plotting.backends
import time:       803 |        803 |                                                 sympy.plotting.utils
import time:       519 |        519 |                                                     sympy.plotting.intervalmath.interval_membership
import time:      1208 |       1726 |                                                   sympy.plotting.intervalmath.interval_arithmetic
import time:       679 |        679 |                                                   sympy.plotting.intervalmath.lib_interval
import time:      1138 |       3542 |                                                 sympy.plotting.intervalmath
import time:      2259 |       6603 |                                               sympy.plotting.series
import time:       789 |       7835 |                                             sympy.plotting.backends.base_backend
import time:       997 |        997 |                                               sympy.plotting.backends.matplotlibbackend.matplotlib
import time:       717 |       1713 |                                             sympy.plotting.backends.matplotlibbackend
import time:       516 |        516 |                                                 sympy.plotting.textplot
import time:      1023 |       1539 |                                               sympy.plotting.backends.textbackend.text
import time:       558 |       2096 |                                             sympy.plotting.backends.textbackend
import time:       551 |        551 |                                             sympy.plotting.plotgrid
import time:      1000 |      13192 |                                           sympy.plotting.plot
import time:       469 |        469 |                                           sympy.plotting.plot_implicit
import time:       559 |        559 |                                           sympy.plotting.pygletplot
import time:       885 |      15104 |                                         sympy.plotting
import time:      1184 |       1184 |                                           sympy.interactive.printing
import time:       852 |        852 |                                           sympy.interactive.session
import time:       580 |        580 |                                           sympy.interactive.traversal
import time:       755 |       3370 |                                         sympy.interactive
import time:      2332 |     422396 |                                       sympy
import time:      1569 |       1569 |                                       torch.fx.experimental.recording
import time:       752 |        752 |                                         torch.utils._sympy
import time:      1452 |       1452 |                                         torch.utils._sympy.numbers
import time:      5724 |       7927 |                                       torch.utils._sympy.functions
import time:      1652 |       1652 |                                       torch.utils._sympy.printers
import time:      1759 |       1759 |                                       torch.utils._sympy.singleton_int
import time:       969 |        969 |                                       torch.utils._sympy.solve
import time:       776 |        776 |                                       torch.utils._sympy.symbol
import time:       651 |        651 |                                         torch.utils._sympy.interp
import time:      2056 |       2706 |                                       torch.utils._sympy.value_ranges
import time:     16151 |     455904 |                                     torch.fx.experimental.symbolic_shapes
import time:       914 |        914 |                                     torch._dynamo.metrics_context
import time:       715 |        715 |                                     torch.utils._triton
import time:     49470 |      49470 |                                     torch._dynamo.graph_utils
import time:       512 |        512 |                                           torch._numpy._casting_dicts
import time:       630 |       1141 |                                         torch._numpy._dtypes_impl
import time:       491 |        491 |                                         torch._numpy._util
import time:       743 |        743 |                                           torch._numpy._dtypes
import time:       578 |       1320 |                                         torch._numpy._normalizations
import time:       793 |       3744 |                                       torch._numpy.fft
import time:       970 |        970 |                                       torch._numpy.linalg
import time:       718 |        718 |                                       torch._numpy.random
import time:      1111 |       1111 |                                         torch._numpy._funcs_impl
import time:       842 |        842 |                                         torch._numpy._reductions_impl
import time:      1162 |       3114 |                                       torch._numpy._funcs
import time:       829 |        829 |                                       torch._numpy._getlimits
import time:       740 |        740 |                                           torch._numpy._binary_ufuncs_impl
import time:       791 |        791 |                                           torch._numpy._unary_ufuncs_impl
import time:      1241 |       2771 |                                         torch._numpy._ufuncs
import time:       972 |       3743 |                                       torch._numpy._ndarray
import time:      1081 |      14195 |                                     torch._numpy
import time:       796 |        796 |                                       numpy.fft._helper
import time:      1302 |       1302 |                                         numpy.fft._pocketfft_umath
import time:       746 |       2047 |                                       numpy.fft._pocketfft
import time:       732 |       3574 |                                     numpy.fft
import time:       997 |        997 |                                           numpy.random._common
import time:      1063 |       2060 |                                         numpy.random.bit_generator
import time:      1256 |       3316 |                                       numpy.random._bounded_integers
import time:       856 |        856 |                                           numpy.random._pcg64
import time:      1810 |       2666 |                                         numpy.random._generator
import time:       889 |        889 |                                         numpy.random._mt19937
import time:       752 |        752 |                                         numpy.random._philox
import time:       725 |        725 |                                         numpy.random._sfc64
import time:      1761 |       1761 |                                         numpy.random.mtrand
import time:       616 |       7407 |                                       numpy.random._pickle
import time:       923 |      11644 |                                     numpy.random
import time:       870 |        870 |                                     triton
import time:      7701 |     547071 |                                   torch._dynamo.utils
import time:      1306 |     548377 |                                 torch._dynamo.exc
import time:       619 |        619 |                                 torch.utils._functools
import time:       476 |        476 |                                 torch._dynamo.graph_break_hints
import time:       450 |        450 |                                 torch._dynamo.logging
import time:       906 |        906 |                                         torch._dynamo.aot_compile_types
import time:       679 |        679 |                                           ctypes.util
import time:       641 |        641 |                                             torch._inductor.custom_graph_pass
import time:     11206 |      11847 |                                           torch._inductor.config
import time:       909 |        909 |                                           torch._inductor.exc
import time:        54 |         54 |                                                 _statistics
import time:      1454 |       1508 |                                               statistics
import time:       604 |        604 |                                                 torch._inductor.analysis
import time:      1609 |       2213 |                                               torch._inductor.analysis.device_info
import time:       586 |        586 |                                                 torch._inductor.runtime
import time:      1701 |       2286 |                                               torch._inductor.runtime.hints
import time:      1468 |       1468 |                                               torch._dynamo.device_interface
import time:       751 |        751 |                                               torch.fx.passes.graph_transform_observer
import time:       411 |        411 |                                                 torch._inductor.runtime.cache_dir_utils
import time:       746 |       1157 |                                               torch._inductor.runtime.runtime_utils
import time:      4607 |      13987 |                                             torch._inductor.utils
import time:      2790 |      16777 |                                           torch._inductor.cpu_vec_isa
import time:      1799 |      32008 |                                         torch._inductor.cpp_builder
import time:      3794 |       3794 |                                         torch._inductor.cudagraph_utils
import time:      1157 |      37864 |                                       torch._inductor.standalone_compile
import time:       648 |      38512 |                                     torch._inductor
import time:      1546 |      40057 |                                   torch._inductor.test_operators
import time:      1472 |       1472 |                                       torch._dynamo.bytecode_analysis
import time:      2325 |       3797 |                                     torch._dynamo.bytecode_transformation
import time:      1965 |       5761 |                                   torch._dynamo.resume_execution
import time:       437 |        437 |                                       torch._dynamo.current_scope_id
import time:       543 |        543 |                                         torch.utils._device
import time:     28979 |      28979 |                                         torch._dynamo.source
import time:      3669 |       3669 |                                           torch._dynamo.types
import time:       875 |        875 |                                           torch.fx.experimental._dynamism
import time:      1015 |       1015 |                                           torch._dynamo.external_utils
import time:      1005 |       1005 |                                             torch._dynamo.backends
import time:      1490 |       2495 |                                           torch._dynamo.backends.registry
import time:       628 |        628 |                                           torch._dynamo.code_context
import time:      1071 |       1071 |                                           torch._dynamo.hooks
import time:       715 |        715 |                                           torch._dynamo.mutation_guard
import time:      2985 |      13450 |                                         torch._dynamo.eval_frame
import time:      5776 |      48746 |                                       torch._dynamo.guards
import time:      2291 |       2291 |                                         torch._dynamo.graph_bytecode_inputs
import time:       798 |        798 |                                                 torch.nn.utils._expanded_weights.expanded_weights_impl
import time:       774 |       1572 |                                               torch.nn.utils._expanded_weights.expanded_weights_utils
import time:      1722 |       3293 |                                             torch.nn.utils._expanded_weights.conv_utils
import time:      2833 |       6126 |                                           torch.nn.utils._expanded_weights.conv_expanded_weights
import time:       675 |        675 |                                           torch.nn.utils._expanded_weights.embedding_expanded_weights
import time:       696 |        696 |                                           torch.nn.utils._expanded_weights.group_norm_expanded_weights
import time:       730 |        730 |                                           torch.nn.utils._expanded_weights.instance_norm_expanded_weights
import time:       582 |        582 |                                           torch.nn.utils._expanded_weights.layer_norm_expanded_weights
import time:       637 |        637 |                                           torch.nn.utils._expanded_weights.linear_expanded_weights
import time:      2761 |      12203 |                                         torch.nn.utils._expanded_weights
import time:      2448 |       2448 |                                         torch._dynamo.replay_record
import time:       855 |        855 |                                             torch.utils._appending_byte_serializer
import time:      1783 |       2637 |                                           torch.compiler._cache
import time:      2830 |       5466 |                                         torch._dynamo.pgo
import time:      1029 |       1029 |                                               torch._dynamo.polyfills
import time:       872 |        872 |                                               torch._dynamo.variables.constant
import time:       596 |        596 |                                                         torch.distributed._composable_state
import time:       550 |        550 |                                                           torch.distributed.algorithms._checkpoint
import time:      1348 |       1897 |                                                         torch.distributed.algorithms._checkpoint.checkpoint_wrapper
import time:      4534 |       4534 |                                                         torch.distributed.fsdp.api
import time:      1138 |       8164 |                                                       torch.distributed.fsdp._common_utils
import time:       721 |        721 |                                                         torch.testing._internal.distributed
import time:      1072 |       1793 |                                                       torch.testing._internal.distributed.fake_pg
import time:       611 |        611 |                                                                     torch.distributed._shard.common_op_utils
import time:       450 |       1060 |                                                                   torch.distributed._shard.op_registry_utils
import time:      1190 |       1190 |                                                                       torch.distributed._shard.metadata
import time:      1615 |       1615 |                                                                         torch.distributed._shard.sharded_tensor.metadata
import time:       881 |        881 |                                                                         torch.distributed._shard.sharding_spec._internals
import time:      1812 |       4307 |                                                                       torch.distributed._shard.sharding_spec.api
import time:      1128 |       1128 |                                                                         torch.distributed._shard._utils
import time:      1210 |       1210 |                                                                         torch.distributed._shard.sharded_tensor.shard
import time:       650 |        650 |                                                                         torch.distributed._shard.sharded_tensor.utils
import time:      1332 |       4319 |                                                                       torch.distributed._shard.sharding_spec.chunk_sharding_spec
import time:       792 |      10606 |                                                                     torch.distributed._shard.sharding_spec
import time:      1349 |       1349 |                                                                           torch.distributed.nn.functional
import time:       592 |       1941 |                                                                         torch.distributed.nn
import time:        22 |       1962 |                                                                       torch.distributed.nn.functional
import time:       968 |       2930 |                                                                     torch.distributed._shard.sharded_tensor.reshard
import time:      2263 |      15798 |                                                                   torch.distributed._shard.sharded_tensor.api
import time:      1101 |       1101 |                                                                     torch.distributed._shard.sharded_tensor._ops.misc_ops
import time:       562 |        562 |                                                                       torch.distributed._shard.sharded_tensor._ops._common
import time:       980 |       1541 |                                                                     torch.distributed._shard.sharded_tensor._ops.tensor_ops
import time:       884 |        884 |                                                                       torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops
import time:       839 |        839 |                                                                       torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops._common
import time:      1117 |       2840 |                                                                     torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding
import time:       938 |        938 |                                                                     torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding_bag
import time:       665 |        665 |                                                                     torch.distributed._shard.sharded_tensor._ops.binary_cmp
import time:       851 |        851 |                                                                     torch.distributed._shard.sharded_tensor._ops.init
import time:      1325 |       9258 |                                                                   torch.distributed._shard.sharded_tensor._ops
import time:       774 |      26888 |                                                                 torch.distributed._shard.sharded_tensor
import time:       694 |        694 |                                                                 torch.distributed._shard.sharder
import time:      1394 |       1394 |                                                                   torch.distributed._shard.sharding_plan.api
import time:       737 |       2131 |                                                                 torch.distributed._shard.sharding_plan
import time:      1199 |      30911 |                                                               torch.distributed._shard.api
import time:       558 |      31469 |                                                             torch.distributed._shard
import time:        14 |      31483 |                                                           torch.distributed._shard.sharded_tensor
import time:        28 |      31510 |                                                         torch.distributed._shard.sharded_tensor.api
import time:       576 |        576 |                                                                       torch.distributed._functional_collectives_impl
import time:       844 |        844 |                                                                       torch.utils._cxx_pytree
import time:    206983 |     208403 |                                                                     torch.distributed._functional_collectives
import time:      1055 |       1055 |                                                                       torch.distributed._local_tensor._c10d
import time:      2124 |       3179 |                                                                     torch.distributed._local_tensor
import time:      5425 |       5425 |                                                                     torch.distributed.tensor._collective_utils
import time:       987 |        987 |                                                                     torch.distributed.tensor._ops._mask_buffer
import time:      1791 |     219784 |                                                                   torch.distributed.tensor.placement_types
import time:      1596 |     221380 |                                                                 torch.distributed.tensor._dtensor_spec
import time:       634 |        634 |                                                                   torch.utils._cxx_pytree
import time:      2500 |       3133 |                                                                 torch.distributed.tensor._op_schema
import time:       652 |        652 |                                                                       torch.distributed.tensor._random
import time:      1381 |       1381 |                                                                         torch.distributed.tensor._utils
import time:       541 |       1922 |                                                                       torch.distributed.tensor._nonlinear_redux
import time:       455 |        455 |                                                                         torch.distributed.tensor.device_mesh
import time:      2780 |       3235 |                                                                       torch.distributed.tensor._redistribute
import time:      1018 |       1018 |                                                                         torch.distributed.tensor._ops.single_dim_strategy
import time:       705 |       1723 |                                                                       torch.distributed.tensor._sharding_prop
import time:       561 |        561 |                                                                       torch.distributed.tensor._tp_conv
import time:       736 |        736 |                                                                       torch.utils._cxx_pytree
import time:       717 |       9544 |                                                                     torch.distributed.tensor._dispatch
import time:      1095 |      10638 |                                                                   torch.distributed.tensor._api
import time:       745 |      11382 |                                                                 torch.distributed.tensor._ops.utils
import time:      1859 |     237753 |                                                               torch.distributed.tensor._ops._conv_ops
import time:       557 |        557 |                                                               torch.distributed.tensor._ops._embedding_ops
import time:      2471 |       2471 |                                                               torch.distributed.tensor._ops._math_ops
import time:       966 |        966 |                                                                 torch.distributed.tensor._ops._einsum_strategy
import time:       931 |       1897 |                                                               torch.distributed.tensor._ops._matrix_ops
import time:      5108 |       5108 |                                                               torch.distributed.tensor._ops._pointwise_ops
import time:       600 |        600 |                                                               torch.distributed.tensor._ops._random_ops
import time:       933 |        933 |                                                                 torch.distributed.tensor._ops._common_rules
import time:      1842 |       2775 |                                                               torch.distributed.tensor._ops._tensor_ops
import time:      2695 |       2695 |                                                               torch.distributed.tensor._ops._view_ops
import time:      1994 |     255846 |                                                             torch.distributed.tensor._ops
import time:       849 |     256694 |                                                           torch.distributed.tensor
import time:       835 |     257529 |                                                         torch.distributed.fsdp._shard_utils
import time:       901 |     289939 |                                                       torch.distributed.fsdp._fsdp_extensions
import time:      2461 |     302356 |                                                     torch.distributed.fsdp._flat_param
import time:      1988 |       1988 |                                                       torch.distributed.fsdp._fully_shard._fsdp_api
import time:       990 |        990 |                                                             torch.distributed._composable.contract
import time:       791 |       1781 |                                                           torch.distributed._composable.checkpoint_activation
import time:       845 |        845 |                                                           torch.distributed._composable.replicate
import time:       502 |       3127 |                                                         torch.distributed._composable
import time:      2075 |       2075 |                                                         torch.distributed.fsdp._fully_shard._fsdp_common
import time:      2635 |       2635 |                                                                 torch.distributed.fsdp._fully_shard._fsdp_param
import time:      2026 |       4661 |                                                               torch.distributed.fsdp._fully_shard._fsdp_collectives
import time:      1359 |       6020 |                                                             torch.distributed.fsdp._fully_shard._fsdp_param_group
import time:       719 |       6738 |                                                           torch.distributed.fsdp._fully_shard._fsdp_state
import time:       712 |       7449 |                                                         torch.distributed.fsdp._fully_shard._fsdp_init
import time:       813 |      13462 |                                                       torch.distributed.fsdp._fully_shard._fully_shard
import time:      1115 |      16563 |                                                     torch.distributed.fsdp._fully_shard
import time:       544 |        544 |                                                       torch.distributed.fsdp._traversal_utils
import time:       780 |        780 |                                                         torch.distributed.algorithms._comm_hooks.default_hooks
import time:       673 |       1453 |                                                       torch.distributed.algorithms._comm_hooks
import time:       472 |        472 |                                                       torch.distributed.fsdp._dynamo_utils
import time:      1451 |       1451 |                                                         torch.distributed.fsdp._exec_order_utils
import time:       527 |        527 |                                                         torch.distributed.fsdp._limiter_utils
import time:       714 |        714 |                                                         torch.distributed.fsdp.wrap
import time:       775 |        775 |                                                               torch.distributed.tensor.parallel.style
import time:       968 |       1742 |                                                             torch.distributed.tensor.parallel.api
import time:       693 |        693 |                                                             torch.distributed.tensor.parallel.loss
import time:       913 |       3347 |                                                           torch.distributed.tensor.parallel
import time:       458 |        458 |                                                           torch.distributed.tensor.parallel._data_parallel_utils
import time:       569 |       4373 |                                                         torch.distributed.tensor.parallel.fsdp
import time:       791 |        791 |                                                         torchdistx
import time:       917 |       8770 |                                                       torch.distributed.fsdp._init_utils
import time:      1115 |       1115 |                                                       torch.distributed.fsdp._runtime_utils
import time:       597 |        597 |                                                       torch.distributed.fsdp._wrap_utils
import time:       384 |        384 |                                                           torch.cuda._pin_memory_utils
import time:       819 |       1202 |                                                         torch.distributed._state_dict_utils
import time:       701 |        701 |                                                         torch.distributed.fsdp._debug_utils
import time:      2117 |       4020 |                                                       torch.distributed.fsdp._optim_utils
import time:       573 |        573 |                                                         torch.distributed.fsdp._unshard_param_utils
import time:       870 |       1442 |                                                       torch.distributed.fsdp._state_dict_utils
import time:      1424 |      19834 |                                                     torch.distributed.fsdp.fully_sharded_data_parallel
import time:       729 |     339481 |                                                   torch.distributed.fsdp
import time:        22 |     339502 |                                                 torch.distributed.fsdp._fully_shard
import time:      4337 |       4337 |                                                 torch._higher_order_ops.triton_kernel_wrap
import time:      3289 |     347128 |                                               torch._dynamo.variables.functions
import time:      1732 |       1732 |                                               torch._dynamo.variables.iter
import time:       765 |        765 |                                                 torch._dynamo.create_parameter_op
import time:      1376 |       1376 |                                                 torch._dynamo.variables.dicts
import time:      1130 |       1130 |                                                 torch.utils._cxx_pytree
import time:      2671 |       5941 |                                               torch._dynamo.variables.user_defined
import time:      1662 |     358361 |                                             torch._dynamo.variables.lists
import time:      3286 |     361646 |                                           torch._dynamo.variables.misc
import time:       886 |        886 |                                               torch._dynamo.variables.lazy
import time:      1173 |       2059 |                                             torch._dynamo.variables.nn_module
import time:     12250 |      12250 |                                                     torch._functorch._aot_autograd.descriptors
import time:      1493 |       1493 |                                                     torch._functorch._aot_autograd.functional_utils
import time:      8218 |       8218 |                                                     torch._functorch._aot_autograd.schemas
import time:       859 |        859 |                                                     torch._functorch._aot_autograd.subclass_utils
import time:       742 |      23560 |                                                   torch._functorch._aot_autograd.collect_metadata_analysis
import time:      2114 |       2114 |                                                     torch._decomp.decompositions_for_rng
import time:       709 |        709 |                                                     torch._functorch._aot_autograd.logging_utils
import time:      1741 |       4563 |                                                   torch._functorch._aot_autograd.graph_capture_wrappers
import time:       710 |        710 |                                                   torch._functorch._aot_autograd.input_output_analysis
import time:      4270 |      33101 |                                                 torch._functorch._aot_autograd.runtime_wrappers
import time:      1222 |      34322 |                                               torch._dynamo.compiled_autograd
import time:     21364 |      21364 |                                               torch._dynamo._trace_wrapped_higher_order_op
