backbone,radius,feather,hq_id,identity,location,missing_pixels,condition,full_face_lpips,hole_mae,hole_psnr,visible_mae,missed_mae,overcovered_mae,true_fraction,mask_fp_fraction,mask_fn_fraction
lama,8,0,25702,4555,upper_image,6554,mixed,0.051208630204200745,0.07201027870178223,20.27738707780431,0.004538270179182291,0.08058490604162216,0.06711636483669281,0.100006103515625,0.0200042724609375,0.0200042724609375
lama,8,0,8280,1582,eye_center,1966,accurate,0.02579093538224697,0.12883161008358002,15.8973679986655,0.0020050257444381714,,,0.029998779296875,0.0,0.0
lama,8,0,8280,1582,eye_center,1966,under,0.024646632373332977,0.13701428472995758,15.29773783553331,0.0014440735103562474,0.09582457691431046,,0.029998779296875,0.0,0.0059967041015625
lama,8,0,8280,1582,eye_center,1966,over,0.030584830790758133,0.12332570552825928,16.01231066432461,0.0027519753202795982,,0.10219129174947739,0.029998779296875,0.0059967041015625,0.0
lama,8,0,8280,1582,eye_center,1966,mixed,0.031162502244114876,0.12259601056575775,16.102111953827773,0.00271597714163363,0.10830985754728317,0.10147859901189804,0.029998779296875,0.0059967041015625,0.0059967041015625
lama,8,0,8280,1582,mouth_center,1966,accurate,0.02010234445333481,0.17203597724437714,14.16254913085372,0.002021521097049117,,,0.029998779296875,0.0,0.0
lama,8,0,8280,1582,mouth_center,1966,under,0.014093155972659588,0.10167820751667023,18.123410751698586,0.0010277952533215284,0.07830075174570084,,0.029998779296875,0.0,0.0059967041015625
lama,8,0,8280,1582,mouth_center,1966,over,0.020065035670995712,0.17161007225513458,14.312355714972275,0.002810669131577015,,0.13284893333911896,0.029998779296875,0.0059967041015625,0.0
lama,8,0,8280,1582,mouth_center,1966,mixed,0.020017296075820923,0.15564900636672974,15.041870531560892,0.0026539841201156378,0.13932639360427856,0.12787027657032013,0.029998779296875,0.0059967041015625,0.0059967041015625
lama,8,0,8280,1582,upper_image,1966,accurate,0.009571251459419727,0.03186950832605362,26.270468588394106,0.0005493215867318213,,,0.029998779296875,0.0,0.0
lama,8,0,8280,1582,upper_image,1966,under,0.0058766016736626625,0.030093805864453316,26.433527738024306,0.0003929669037461281,0.02819948084652424,,0.029998779296875,0.0,0.0059967041015625
lama,8,0,8280,1582,upper_image,1966,over,0.008448767475783825,0.032673876732587814,26.274507053329415,0.0008419791702181101,,0.03339989855885506,0.029998779296875,0.0059967041015625,0.0
lama,8,0,8280,1582,upper_image,1966,mixed,0.00821954570710659,0.03153735771775246,26.649628003452094,0.000821881927549839,0.03046746924519539,0.032155841588974,0.029998779296875,0.0059967041015625,0.0059967041015625
lama,8,0,8280,1582,eye_center,3932,accurate,0.06884293258190155,0.17933130264282227,13.58456598818484,0.0032705538906157017,,,0.05999755859375,0.0,0.0
lama,8,0,8280,1582,eye_center,3932,under,0.047322675585746765,0.12806370854377747,15.668388370070383,0.0012155334698036313,0.12125366181135178,,0.05999755859375,0.0,0.011993408203125
lama,8,0,8280,1582,eye_center,3932,over,0.0783054456114769,0.19670987129211426,13.011040293717535,0.0045140571892261505,,0.14188848435878754,0.05999755859375,0.011993408203125,0.0
lama,8,0,8280,1582,eye_center,3932,mixed,0.07843978703022003,0.18643563985824585,13.365518143362024,0.004389405250549316,0.15587317943572998,0.13920706510543823,0.05999755859375,0.011993408203125,0.011993408203125
lama,8,0,8280,1582,mouth_center,3932,accurate,0.026114242151379585,0.1202358826994896,16.745502683581293,0.0016781913582235575,,,0.05999755859375,0.0,0.0
lama,8,0,8280,1582,mouth_center,3932,under,0.021852171048521996,0.13465529680252075,15.684364332651064,0.0008658457663841546,0.0678367167711258,,0.05999755859375,0.0,0.011993408203125
lama,8,0,8280,1582,mouth_center,3932,over,0.037323009222745895,0.10077481716871262,18.13364524073381,0.0036976956762373447,,0.07600617408752441,0.05999755859375,0.011993408203125,0.0
lama,8,0,8280,1582,mouth_center,3932,mixed,0.03703152760863304,0.10034666955471039,18.170604822599127,0.003661633701995015,0.07496470212936401,0.0764198824763298,0.05999755859375,0.011993408203125,0.011993408203125
lama,8,0,8280,1582,upper_image,3932,accurate,0.026840263977646828,0.07954654842615128,19.207909438752342,0.0011786518152803183,,,0.05999755859375,0.0,0.0
lama,8,0,8280,1582,upper_image,3932,under,0.01811535656452179,0.049122657626867294,22.701045509536524,0.0005555478855967522,0.031854040920734406,,0.05999755859375,0.0,0.011993408203125
lama,8,0,8280,1582,upper_image,3932,over,0.04078378528356552,0.12957730889320374,15.614412233177891,0.002572382567450404,,0.0546729601919651,0.05999755859375,0.011993408203125,0.0
lama,8,0,8280,1582,upper_image,3932,mixed,0.04075351357460022,0.12630309164524078,15.720087688885748,0.0025413143448531628,0.04750463739037514,0.05341901257634163,0.05999755859375,0.011993408203125,0.011993408203125
lama,8,0,8280,1582,eye_center,6554,accurate,0.08123116940259933,0.11312601715326309,16.780707924600705,0.002591852331534028,,,0.100006103515625,0.0,0.0
lama,8,0,8280,1582,eye_center,6554,under,0.08011050522327423,0.1339399814605713,15.631405052696522,0.0011854429030790925,0.07221030443906784,,0.100006103515625,0.0,0.0200042724609375
lama,8,0,8280,1582,eye_center,6554,over,0.08351195603609085,0.12908856570720673,16.02026366756811,0.004883543588221073,,0.08866662532091141,0.100006103515625,0.0200042724609375,0.0
lama,8,0,8280,1582,eye_center,6554,mixed,0.08351195603609085,0.12908856570720673,16.02026366756811,0.004883543588221073,0.09711906313896179,0.08866662532091141,0.100006103515625,0.0200042724609375,0.0200042724609375
